YYYY,MM,DD,EXCH,COMMODITY,TICKER,FILESIZE,VOLUME,OPENINT,TIMESTAMP,LASTPRICE
2013,01,24,CFFEX,IF,IF1303,2008212,76816.0,34123.0,15:15:00.500,2603.8
2013,01,24,CFFEX,IF,IF1306,1714540,9257.0,8724.0,15:15:00.500,2629.2
2013,01,24,CFFEX,IF,IF1309,1628708,1835.0,983.0,15:15:00.500,2663.6
2013,01,25,CFFEX,IF,IF1302,2093624,511247.0,61245.0,15:15:00.500,2592.8
2013,01,25,CFFEX,IF,IF1303,1996852,32513.0,35189.0,15:15:00.500,2606.4
2013,01,25,CFFEX,IF,IF1306,1509977,2649.0,8988.0,15:15:00.500,2633.4
2013,01,25,CFFEX,IF,IF1309,1433847,940.0,1150.0,15:15:00.500,2658.0
2013,01,28,CFFEX,IF,IF1302,2096070,757860.0,67310.0,15:15:00.500,2654.4
2013,01,28,CFFEX,IF,IF1303,2013100,59245.0,35612.0,15:15:00.500,2666.4
2013,01,28,CFFEX,IF,IF1306,1669590,5322.0,9013.0,15:15:00.500,2692.8
2013,01,28,CFFEX,IF,IF1309,1584301,1090.0,1211.0,15:15:00.500,2716.4
2013,01,29,CFFEX,IF,IF1302,2096907,583643.0,56989.0,15:15:00.500,2671.0
2013,01,29,CFFEX,IF,IF1303,2004658,41866.0,35429.0,15:15:00.500,2683.4
2013,01,29,CFFEX,IF,IF1306,1458971,3720.0,9208.0,15:15:00.500,2709.4
2013,01,29,CFFEX,IF,IF1309,1579179,1088.0,1337.0,15:15:00.500,2732.6
2013,01,30,CFFEX,IF,IF1302,2097063,608180.0,54492.0,15:15:00.500,2699.0
2013,01,30,CFFEX,IF,IF1303,2016589,49659.0,36486.0,15:15:00.500,2713.0
2013,01,30,CFFEX,IF,IF1306,1482785,4102.0,9544.0,15:15:00.500,2737.0
2013,01,30,CFFEX,IF,IF1309,1487407,659.0,1330.0,15:15:00.500,2760.4
2013,01,31,CFFEX,IF,IF1302,2097186,613606.0,50386.0,15:15:00.500,2699.8
2013,01,31,CFFEX,IF,IF1303,2020709,61530.0,41799.0,15:15:00.500,2712.6
2013,01,31,CFFEX,IF,IF1306,1515227,4911.0,10615.0,15:15:00.500,2740.0
2013,01,31,CFFEX,IF,IF1309,1398621,874.0,1451.0,15:15:00.500,2762.6
2013,02,01,CFFEX,IF,IF1302,2129098,802633.0,50768.0,15:14:15.900,2746.4
2013,02,01,CFFEX,IF,IF1303,2060477,111751.0,45087.0,15:14:15.884,2759.4
2013,02,01,CFFEX,IF,IF1306,1772702,10530.0,11831.0,15:14:15.884,2786.0
2013,02,01,CFFEX,IF,IF1309,1635714,1591.0,1652.0,15:14:15.884,2810.0
2013,02,04,CFFEX,IF,IF1302,2093296,573541.0,47006.0,15:15:00.500,2749.4
2013,02,04,CFFEX,IF,IF1303,2035055,108158.0,53158.0,15:15:00.500,2764.4
2013,02,04,CFFEX,IF,IF1306,1638558,7387.0,12464.0,15:15:00.500,2790.8
2013,02,04,CFFEX,IF,IF1309,1470809,932.0,1685.0,15:15:00.500,2815.0
2013,02,05,CFFEX,IF,IF1302,2089871,605971.0,43394.0,15:15:00.500,2773.4
2013,02,05,CFFEX,IF,IF1303,2052705,207361.0,64702.0,15:15:00.500,2788.2
2013,02,05,CFFEX,IF,IF1306,1611465,8309.0,13186.0,15:15:00.500,2815.8
2013,02,05,CFFEX,IF,IF1309,1457124,1255.0,1858.0,15:15:00.500,2840.6
2013,02,06,CFFEX,IF,IF1302,2108042,287375.0,31017.0,15:14:37.386,2785.6
2013,02,06,CFFEX,IF,IF1303,2103922,284877.0,76302.0,15:14:37.386,2802.4
2013,02,06,CFFEX,IF,IF1306,1536724,8101.0,14788.0,15:14:37.371,2833.6
2013,02,06,CFFEX,IF,IF1309,1353049,717.0,1955.0,15:14:37.386,2854.6
2013,02,07,CFFEX,IF,IF1302,2050710,212072.0,19192.0,15:15:00.500,2779.8
2013,02,07,CFFEX,IF,IF1303,2094246,605910.0,95248.0,15:15:00.500,2800.4
2013,02,07,CFFEX,IF,IF1306,1767898,12482.0,16872.0,15:15:00.500,2831.8
2013,02,07,CFFEX,IF,IF1309,1592137,2529.0,2595.0,15:15:00.500,2853.4
2013,02,08,CFFEX,IF,IF1302,1953355,84067.0,9371.0,15:15:00.500,2765.2
2013,02,08,CFFEX,IF,IF1303,2120123,621985.0,100096.0,15:15:00.500,2784.2
